fault_text,label_name,split
TC reported smoke external at Front DT car. Rear T409 line clear no sign of smoke. Staff(AMK) checke d no sign of smoke at Front DT car.,External Smoke Detector,train
TC reported unusual sound at FDT and FM1undercarriage. Staff (MSP) board T229 from MSP1 to MRB1 che cked and confirmed no unusual sound hear atboth FDT and FM 1. Staff (SOM) board T226 from SOM to ORC checked and confir ERS-13,Air Dryer,train
"#1540,AC 1-1 COMP. FAULT,FC 514 AIR-CON",Saloon CCU,train
TC reported APS fault and master fault intermittently lit up whenever depart from platform since BBTSB. TC press aux-on few times to no avail. TC feedback trai n performance was ok.,Saloon CCU,train
Snap: 3516 2 saloon light not working,Saloon Light,train
#2507 A3 Train door not proven closed.(T,Manifold,train
EMU 663/664 During PM check found few pr,Charging Resistor,train
1539 having FC 308 resetable x2.ER and F,BCU,train
1682 external smoke detector not working,External Smoke Detector,train
Train doors at rear m2 carwere not proven closed. TC recycled train doors once - ok. Staff(BDK) ch ecked and confirmed no train doors abnormalities. Fault did not recur at subsequent stations. Train doors at rear m2 car,Door Roller,train
TC reported partition door knob missing.,Partition Door Handle,train
Train doors at car Rear M1 not proven closed. TC recycled train doors a few times but to no avail. P ax disembarked. DIRBS was operated for train to proceed in A TPM mode. Train doors at car Rear M1 not proven closed. TC r,Manifold,train
TC changed end reported Rear M1 a saloonlight faulty.,Saloon Light,train
3524 A/C 2-2 and 2523 A/C 1-2 found cool,Recharge Freon,train
Train encountered power fault at rear M1car while arriving station. Reset - ok.,Charging Resistor,train
Counterbound T225 TC reported T418 'A' side headlight was not working. TC confirmed headlight fault.TC stepped out at YCK SB checked and confirmed that 'A' sid e headlight was not working.,Headlight,train
2557 Found charging resistor burn during PM.,Charging Resistor,train
TC reported TIMS showed smoke external at the rear M2 car. Staff (BGB) checked and confirmed no sign s of smoke and heat.,External Smoke Detector,train
"Stock changeover arranged at AMK as requested by IMDC(RS) due to water
seepage at car 2503 gangway.

CE: T418(2504) check no rain water leaking but further check found car
2503 both gangways ceiling panel rain water seepage.Floor wet.",Patch Gangway Pleat,train
PM checked reported the following cars c,Charging Resistor,train
721/722 PM check found axle bump stop cl,Adjust Bump Stop Gap,train
1644 B3 door wobble during open/closing.,Door Roller,train
TC reported air-con fault. Unable to reset. Staff(JUR) checked and confirmed that car 1606 set #1 ai r-con faulty. Reset - ok. Car was cooling. TC reported air-c on fault. Unable to reset. Staff(JUR) checked and confirmed,Recharge Freon,train
1533-MPV AIR LEAK.TO REPLACE,MPV,train
"#636 all 3 car battery flat. 57VDC, BATK",Battery,train
3544 LMRG fault (train prep),Test Point,train
Pax feedback to staff(SBW) one of the saloon lights in car 1509 was not working. Staff(WDL) checked and confirmed one of the saloon lights in car 1509 was not w orking.,Saloon Light,train
"611/612 PM check found all cars battery box having water stain.
Please check and rectify.",Battery,train
#2544 FIRE & SMOKE ALARM FAULT,Fire Control Panel,train
Reported :3722 at the rear has very loud,Adjust Door Mating Strip,train
TC reported cab light switch was spoilt.,Cab Light Switch,train
TC reported air-con fault at front M2 car. Staff (CBR)checked and confirmed #1 set faulty. Car coo ling. The air-con cabinet was unable to open due to faulty l ock.,Tighten Aircon Connector,train
Snap rep. reported 3557 Aircon down 25.9,Recharge Freon,train
Snap: 3553 saloon aircon warm.,Recharge Freon,train
Snaprep:3515 A/C warm,Freon Overcharge,train
TIMS showed train number lost power control fault. TC checked train number display outside of the tr ain showed 000.,Adjust Train Number Indicator Pin,train
T402 3720-TIMS showed BCU fault at the 1,RIO Valve,train
"3535 PM Check external smoke detector not working.
Please check and rectify.",External Smoke Detector,train
EMU 513/514-Air Leak Test Failed.,Parking Brake Solenoid Valve,train
"Train doors at car 3603 ""B1"" were not proven closed. TC recycled train doors once - ok. Staff(CCK) c hecked and confirmed train door closed with 100mm gap, recyc le once - ok. Fault did not recur at subsequent stations. Tr",Adjust Door Mating Strip,train
CE: 3517 A8 & 3518 B6 saloon light fault,Saloon Light,train
Counter bound train T224 TC reported T229 headlight A side not working. T224 TC step out of cab and confirmed fault. No HLT fault.,Headlight,train
TIMS showed Smoke External at rear M2 car.Staff (AMK) checked and feedback no abnormalities.Rea r T430did line clear also confirmed no sign of smoke alongthe way between BDL1 and BSH1.SM(BDL) took cab ride confi,External Smoke Detector,train
snap:2527 Saloon light dim.,Saloon Light,train
2507 Train prep reported A2 Door DIR ill,Door Manifold,train
Train EB was applied at track circuit S512 in Auto mode with Obstructed Motion Detected. Released EB- ok. Proceeded in Auto mode to next station.,Obstacle Detector Wire,train
2684 - MPV LEAK,MPV,train
Snaprep feedback car 2601 Saloon was war,Saloon CCU,train
TC feedback while changing end that onesaloon light at front M1 and rear M2 cars were not working.,Saloon Light,train
"#3721,A side wiper blade rubber torn,To",Wiper,train
"TC reported Rear DT ""A"" side headlight faulty.",Headlight,train
TC reported MR had dropped below 8 bar and LMRG fault illuminated. Fault self cleared when MR had ch arged up.,Adjust Air Spring Height,train
Pax feedback to staff(SIM) that front M2car cracking sound undercarriage. Staff(TNM) checked no cra cking sound at front M2 car. No other abnormalities.,Gangway Teflon Strip,train
"#3568,PM cx found WFL C channel(mud gu",WFL Guard,train
509/510 to conduct Pneumatic health chec,BSR Strainer Valve,train
Snaprep: 3629 rain water dripping from c,Patch Gangway Pleat,train
Dt check found #2642 and #3642 BCP 0.11.,Pressure Transducer,train
Snap:Car 2610 Door A3 is noisy when open,Door Roller,train
PM check found PBSV leak from exhaust po,Parking Brake Solenoid Valve,train
SM(KRJ) feedback air discharge sound coming from B side cab door at rear DT car.,WFL Hose,train
"#3511 - B/S headlight blow, To rectify.",Headlight,train
1517 TC reported TIMS showed one saloon,Adjust Saloon Door Sensing Switch,train
637/638 few location bump stop fail,Adjust Bump Stop Gap,train
3619 B/S WFL oiling wheel found worn out,WFL Oiling Ring,train
TC reported cab light not working. TC reported cab light not working.,Cab Light,train
3504-TC reported A/C fault at front M1 c,Recharge Freon,train
"T208 Saloon light not working on 1520

1520-B4 saloon light not working",Saloon Light,train
603/604 pneumatic health check,Coupler Directional Valve,train
1525 A/C 1-2 compressor fault show at TI,Saloon CCU,train
3525 wheel reprofiling,Wheel Profiling,train
PM check found 3604 A/C 2-2 and 1603 A/C,Recharge Freon,train
TC reported TIMS showed obstacle detected at Front DT B2 Door. Fault self-cleared and did not recur at subsequent stations. TC reported TIMS showed obstacle det ected at Front DT B2 Door. Fault self-cleared and did not re,Door Control Panel,train
HotBox/HotWheel triggered at 2558 Bearin,Wheel Profiling,train
"Train doors at car 2675 ""A2"" train doorswere not proven closed. TC recycled train doors once - ok. Fault did not recur at subsequent stations.",Adjust Door Lock Switch,train
EB applied when train doors opened. MR pressure dropped below 8 bar. Unable to reset EB. TC did plat form duty to disembark pax. MR pressure slowly charged up ab ove 8 bar. TC reset EB ok.,Air Dryer,train
Train encountered power fault at Rear M1while arriving station. Reset at SBW2 - ok. Fault recurred arriving and YIS2. Reset - ok.B for the fourth time. Train performance - ok. Train encount,K1 Contactor,train
TC reported smoke external at rear M2 car. Staff(QUE) checked and confirmed no signs of smoke. Rear train T317 did line clear confirmed no signs of smoke along trackside.,External Smoke Detector,train
501/502 Air leak test fail 1.4bar/5mins,Test Point,train
PM found both side 639/640 safety valve,Air Compressor Safety Valve,train
DT check 501/502 air leak fail 0.9/5min.,Semi Permanent Coupler Hose,train
3646 CE feedback TIMS shows 1-1 A/C comp,Saloon CCU,train
3534 - AIR LEAK FAIL. 2.2BAR/5MINS. A3 P,MPV,train
TIMS indicated train doors at car 3619 'B2' doors were having abnormality. Staff(AMK) checked and co nfirmed car 3619 'B2' doors were jerky in closing. TIMS indi cated train doors at car 3619 'B2' doors were having abnorma,Door Roller,train
1539 - No.1End & No.2End Pleat Torn.,Patch Gangway Pleat,train
TC reported after changing end that x01saloon light at the Rear DT car and x01 saloon light at the Rear M2 car were not working.,Saloon Light,train
3552 B side found wheel flange heavy air,WFL Magnetic Valve,train
DT check found air leak test fail.,Door Manifold,train
Snap: 1542 A/C leaking. Train floor is w,Patch Gangway Pleat,train
507/508 Air leak test fail 1.0b/5min during DT check,Test Point,train
"Train doors at car 1701 were not provenclosed. TC recycled train doors once - ok. Staff(YWT) checke d and confirmed car 1701 ""B4""Fault did not recur at subseq uent stations. SM (BGB) isolated car 1701 ""B4"" door in close",Clean Guide Rail,train
2609-A3 DOOR WOBBLING DURING CLOSING,Door Roller,train
563/564 air leak rate fail - 1.2bar/5min,Test Point,train
3516-AIR LEAK FROM A/S WIPER CONTROL VAL,Wiper Fitting,train
TIMS showed Smoke External Alarm at Front M1 car 2609. Staff(YCK) checked and confirmed no signs of smoke / fire / burning smell on exterior or interior of trai n. Rear T260 line clear and confirmed no abnormalities.,External Smoke Detector,train
"2617 Found B1, B2, B3 brake pressure fai",Pressure Transducer,train
Snap: 2644 A/C condensation,Purge Drain Pipe,train
2517 ACU Leak.,ACU,train
CE:1534 A4 saloon light not working,Saloon Light,train
Snap: 1558 one saloon light not working,Saloon Light,train
TC reported suspected wheel flat at car3520,Wheel Profiling,train
541/542 During DT found #1541 APS fault.,Saloon CCU,train
Snap: 1665 A/C leaking,Change Thermostat Setting,train
3511 PM found MR safety valve blow at 11,Air Compressor Safety Valve,train
2676 DT check found BCP at coast fail.,Pressure Transducer,train
"TC informed 'A' side cab door had loosened. TC closed cab door, reset EB - ok and proceeded in AM tonext station.",Adjust Cab Door Plunger,train
3564 DT reported ATC marker not working.,ATC Marker Light,train
3545- AIR COMP OIL LEAKING,Air Compressor,train
509/510 air leak fail when doors open 2,Door Manifold,train
#3545 a/c 1-2 ccu fan noisy.,Saloon CCU Fan,train
Train encountered brake fault at car 3553. Brake fault indication was steadily illuminated. Train pe rformance - ok.,ACU,train
3519 Reported horn button missing.,Horn Button,train
3507-ENCOUNTER ENCODER FAULT DURING SHUN,Encoder,train
CE 1541-Bogie No. 2 noisy suspect wheelf,Wheel Profiling,train
During PM 3507 A/C 1-2 Condenser fan fau,Saloon CCU Fan,train
Snap: 1606 no aircon,Saloon CCU,train
TCreported 'B' side cab door kept open by itself. TC isolated 'B's side cab door but train unable todepart due to obstruction motion.,Adjust Cab Door Magnet Switch,train
TC reported while changing end saloon lights at cars 2522 B3 door and 1521 A2 door were not working.,Saloon Light,train
1718 B1 door draught sceen shattered.,Draught Screen,train
3560 Aux switch box handle damaged with,Auxiliary Switch Box Handle,train
"DT,found #1702 BCU fault,FC 350,318,To r",Speed Sensor,train
"Train encountered power fault at car 2654 while arriving station. Reset - ok. Fault reoccurred depar ting RFP(NB), CTH(NB) & DBG1.",K2 Contactor,train
"PM,#2567 B side",Exterior Door Light,train
Train encountered power fault at car 2627 while arriving station. Reset at TWR2 - ok. Fault recurreddeparting TWR2. Reset at TWR1 - ok. Fault recurred departin g TWR1. Reset at TCR1 - ok. Fault recurred departing TCR1. T,Traction Motor,train
EMU 559/560 Air leak test fail 0.8 bar/5,Auto Coupler Cylinder,train
CE reported 1546 A11 Saloon light not wo,Saloon Light,train
TIMS showed BCU fault at Front M2 car when arriving AMK SB. Fault self cleared.Train performance - o k.,BCU,train
Passenger feedback that one of the saloon lights in car 2538 was not working. Staff(BNV) checked andconfirmed one of the saloon lights in car 2538 door was not working. Passenger feedback that one of the saloon lights i,Saloon Light,train
2679 Heavy air leak from auto coupler. To check and rectify.,Coupler Directional Valve,train
Counterbound T356 (3634/3633) TC reported T152 one of the headlight was not working. TC stepped out at CLE2 checked and confirmed that 'B' side headlight was no t working. Counterbound T356 (3634/3633) TC reported T152 on,Headlight,train
"Rear cab entry indication illuminated. Staff (KTB) checked and feedback 'A' side partition door was opened and unable to be secured fully and will be prone to b e opened on its own. Staff confirmed no unauthorized person,",Partition Door Handle,train
Train encounter obstacle detector at Front M1 'A2' door when train departing YWT. TC feedback no abn ormalities at KRJ. Fault self-cleared. Train encounter obsta cle detector at Front M1 'A2' door when train departing YWT.,Clean J Rail,train
